user_id,age,gender,country,sleep_hours,sleep_quality,water_intake_L,hydration_score,steps,calorie_intake,activity_type,bmi,stress_level,emotion,mood_score,recommendation
U0217,43,Female,Germany,5.7,5.0,2.93,9.8,12966,3349,Cycling,25.0,4,Stressed,6.1,Meditation & relaxation recommended
U0218,49,Female,Brazil,8.1,5.9,2.2,7.3,7291,3479,Running,24.2,3,Neutral,5.5,Maintain current routine
U0219,23,Female,Japan,6.1,5.3,3.12,10.0,4817,1731,Cycling,27.1,4,Stressed,4.6,Meditation & relaxation recommended
U0220,49,Female,USA,7.2,7.5,1.0,3.3,12853,2288,Walking,21.4,2,Calm,8.6,Drink more water
U0221,21,Male,USA,10.0,7.6,3.42,10.0,11424,2807,Yoga,22.2,2,Calm,7.9,Maintain current routine
U0222,28,Male,UK,6.9,9.4,1.11,3.7,5874,2214,Yoga,28.7,1,Calm,8.4,Drink more water
U0223,34,Male,UK,8.7,3.5,2.21,7.4,12593,2258,Gym,29.4,5,Stressed,4.3,Meditation & relaxation recommended
U0224,55,Female,Germany,5.9,5.0,1.6,5.3,11686,2301,Sedentary,28.7,4,Stressed,5.3,Meditation & relaxation recommended
U0225,41,Male,Brazil,6.9,10.0,1.46,4.9,6211,2275,Walking,23.0,1,Calm,9.1,Drink more water
U0226,22,Female,Germany,9.7,4.0,3.43,10.0,2661,3478,Cycling,27.4,5,Stressed,5.4,Meditation & relaxation recommended
U0227,51,Male,India,6.1,5.0,2.13,7.1,14075,2225,Yoga,23.7,4,Stressed,3.9,Meditation & relaxation recommended
U0228,23,Female,India,9.7,6.5,2.78,9.3,13811,1699,Walking,24.0,3,Neutral,8.4,Maintain current routine
U0229,39,Female,Germany,8.1,5.0,2.46,8.2,12060,2444,Yoga,20.5,4,Stressed,7.3,Meditation & relaxation recommended
U0230,28,Female,Brazil,6.2,6.9,2.88,9.6,12526,1578,Cycling,25.1,2,Calm,5.7,Maintain current routine
U0231,33,Male,Germany,7.9,6.6,2.56,8.5,5374,3436,Yoga,20.2,2,Calm,9.1,Maintain current routine
U0232,50,Other,Brazil,8.5,5.6,1.47,4.9,11208,2455,Sedentary,22.0,3,Neutral,8.1,Drink more water
U0233,26,Female,Brazil,7.9,9.7,3.3,10.0,14598,3378,Sedentary,28.3,1,Calm,9.0,Add light exercise daily
U0234,23,Male,Japan,4.6,3.4,2.1,7.0,2207,2355,Gym,20.5,5,Stressed,3.7,Meditation & relaxation recommended
U0235,33,Female,Brazil,5.9,5.0,1.25,4.2,4665,2696,Gym,18.9,4,Stressed,7.0,Meditation & relaxation recommended
U0236,46,Female,UK,6.6,8.3,2.16,7.2,4493,1966,Yoga,18.8,2,Calm,7.8,Maintain current routine
U0237,20,Male,Brazil,6.9,8.5,3.7,10.0,8813,2080,Walking,29.3,1,Calm,9.5,Maintain current routine
U0238,37,Female,Brazil,7.9,7.0,3.18,10.0,2632,2939,Sedentary,24.1,3,Neutral,9.2,Add light exercise daily
U0239,53,Male,Brazil,7.3,6.1,2.22,7.4,12294,2439,Walking,22.9,2,Calm,8.3,Maintain current routine
U0240,36,Male,India,5.0,6.3,2.22,7.4,13151,1948,Walking,27.7,3,Neutral,6.1,Increase sleep duration
U0241,43,Male,UK,7.6,5.3,2.24,7.5,5083,1586,Yoga,28.0,4,Stressed,5.7,Meditation & relaxation recommended
U0242,20,Male,UK,7.9,4.0,4.16,10.0,14944,1600,Walking,22.0,5,Stressed,4.2,Meditation & relaxation recommended
U0243,36,Male,Germany,7.8,5.9,2.81,9.4,12123,2531,Sedentary,26.3,2,Calm,8.4,Add light exercise daily
U0244,37,Female,Japan,8.6,8.8,2.84,9.5,5719,2344,Cycling,27.3,2,Calm,7.2,Maintain current routine
U0245,49,Female,Brazil,8.3,4.3,3.32,10.0,9123,2723,Gym,25.9,4,Stressed,5.5,Meditation & relaxation recommended
U0246,24,Female,USA,7.7,9.1,2.69,9.0,12754,3028,Cycling,19.8,1,Calm,7.7,Maintain current routine
U0247,58,Female,Japan,6.9,4.0,2.29,7.6,3679,1586,Walking,28.5,5,Stressed,4.9,Meditation & relaxation recommended
U0248,50,Female,Japan,4.5,8.6,2.34,7.8,2236,1542,Cycling,24.5,2,Calm,8.2,Increase sleep duration
U0249,57,Female,UK,7.6,6.2,2.44,8.1,9446,2908,Sedentary,21.4,5,Stressed,2.3,Meditation & relaxation recommended
U0250,56,Male,Japan,7.3,6.3,2.47,8.2,6443,3144,Sedentary,23.1,2,Calm,8.3,Add light exercise daily
U0251,35,Male,Brazil,7.4,3.4,3.08,10.0,8770,2958,Walking,18.5,5,Stressed,5.0,Meditation & relaxation recommended
U0252,57,Female,Brazil,5.1,6.6,2.54,8.5,14917,1907,Yoga,19.5,3,Neutral,6.2,Increase sleep duration
U0253,18,Male,India,5.4,6.5,3.09,10.0,11732,3006,Cycling,27.2,2,Calm,10.0,Increase sleep duration
U0254,28,Female,Brazil,8.6,4.8,2.44,8.1,8099,2163,Yoga,18.0,5,Stressed,6.0,Meditation & relaxation recommended
U0255,45,Male,Brazil,6.9,9.6,2.56,8.5,14135,2540,Yoga,23.0,1,Calm,7.9,Maintain current routine
U0256,42,Female,UK,8.0,7.0,1.0,3.3,10555,3168,Running,24.3,3,Neutral,7.8,Drink more water
U0257,40,Other,Brazil,7.0,6.6,3.23,10.0,4368,1647,Walking,18.7,3,Neutral,8.2,Maintain current routine
U0258,48,Female,India,7.0,10.0,2.78,9.3,2285,1776,Gym,29.7,1,Calm,9.1,Maintain current routine
U0259,47,Male,USA,8.4,2.8,3.3,10.0,2148,1731,Sedentary,20.7,5,Stressed,5.4,Meditation & relaxation recommended
U0260,59,Male,UK,6.2,5.3,1.0,3.3,6037,3349,Sedentary,21.7,4,Stressed,6.3,Meditation & relaxation recommended
U0261,52,Other,USA,7.1,8.1,4.17,10.0,8549,3450,Walking,21.6,1,Calm,6.9,Maintain current routine
U0262,24,Other,UK,6.3,4.9,2.39,8.0,9121,1865,Gym,20.8,5,Stressed,4.8,Meditation & relaxation recommended
U0263,33,Male,Germany,6.3,7.0,3.39,10.0,14743,2751,Sedentary,18.0,1,Calm,8.8,Add light exercise daily
U0264,43,Female,Japan,6.5,8.8,1.67,5.6,11958,3174,Walking,26.8,1,Calm,10.0,Drink more water
U0265,19,Male,Germany,7.3,7.9,2.99,10.0,6895,1935,Sedentary,29.6,2,Calm,8.3,Add light exercise daily
U0266,18,Male,Brazil,6.3,3.1,1.66,5.5,7280,1898,Yoga,20.7,5,Stressed,4.7,Meditation & relaxation recommended
U0267,29,Male,USA,8.9,4.6,2.0,6.7,3012,2734,Cycling,26.0,4,Stressed,5.9,Meditation & relaxation recommended
U0268,22,Male,Brazil,5.7,7.6,4.03,10.0,13023,2914,Cycling,26.9,2,Calm,9.0,Increase sleep duration
U0269,54,Other,Japan,6.7,9.8,2.35,7.8,12699,1998,Sedentary,28.2,1,Calm,8.8,Add light exercise daily
U0270,49,Female,UK,6.3,7.8,2.67,8.9,11715,2039,Running,23.1,1,Calm,8.3,Maintain current routine
U0271,26,Male,Japan,9.2,7.9,3.2,10.0,4785,2062,Gym,21.6,1,Calm,8.7,Maintain current routine
U0272,58,Female,India,7.3,5.1,2.9,9.7,12748,3014,Gym,21.9,5,Stressed,5.9,Meditation & relaxation recommended
U0273,52,Other,Japan,8.5,3.7,2.62,8.7,5725,1941,Gym,26.6,5,Stressed,5.5,Meditation & relaxation recommended
U0274,36,Other,India,4.8,6.8,2.79,9.3,6576,2784,Yoga,27.8,2,Calm,8.0,Increase sleep duration
U0275,33,Male,Japan,7.4,5.9,4.42,10.0,7782,2272,Gym,20.2,4,Stressed,6.2,Meditation & relaxation recommended
U0276,20,Male,India,8.3,7.1,2.45,8.2,8257,1849,Cycling,22.5,2,Calm,7.4,Maintain current routine
U0277,37,Male,USA,7.1,7.4,2.66,8.9,11793,2875,Yoga,28.8,3,Neutral,6.8,Maintain current routine
U0278,41,Male,Brazil,8.6,8.1,3.34,10.0,4408,2019,Walking,27.7,1,Calm,8.3,Maintain current routine
U0279,50,Male,Brazil,6.2,8.6,3.38,10.0,2340,2843,Gym,29.8,1,Calm,8.7,Maintain current routine
U0280,41,Female,Germany,9.1,9.7,3.45,10.0,4817,1637,Gym,27.1,1,Calm,10.0,Maintain current routine
U0281,28,Male,Brazil,10.0,7.4,3.01,10.0,4496,3073,Walking,22.7,2,Calm,6.9,Maintain current routine
U0282,25,Male,UK,6.5,8.4,1.59,5.3,7962,3146,Gym,25.1,2,Calm,7.3,Drink more water
U0283,53,Male,Japan,6.3,8.7,3.81,10.0,7299,2491,Walking,25.9,1,Calm,7.7,Maintain current routine
U0284,55,Male,Germany,9.2,9.6,1.58,5.3,11917,1867,Yoga,18.9,2,Calm,6.5,Drink more water
U0285,57,Male,UK,9.4,5.6,2.74,9.1,9574,2743,Cycling,24.5,5,Stressed,4.8,Meditation & relaxation recommended
U0286,37,Female,UK,6.2,2.7,1.9,6.3,3689,2860,Walking,26.5,5,Stressed,4.4,Meditation & relaxation recommended
U0287,52,Male,India,6.4,8.1,2.45,8.2,5267,2746,Running,20.0,2,Calm,9.8,Maintain current routine
U0288,42,Male,Brazil,6.6,8.0,2.76,9.2,6406,3171,Walking,27.4,1,Calm,8.7,Maintain current routine
U0289,52,Male,USA,5.0,7.8,2.76,9.2,10453,3291,Gym,25.0,2,Calm,9.3,Increase sleep duration
U0290,42,Female,USA,5.6,7.7,2.84,9.5,3442,1859,Yoga,29.4,2,Calm,9.0,Increase sleep duration
U0291,46,Male,Germany,5.5,6.5,3.79,10.0,10597,2420,Sedentary,18.5,2,Calm,7.8,Increase sleep duration
U0292,35,Male,USA,5.8,7.5,2.86,9.5,12382,1828,Yoga,21.2,3,Neutral,9.1,Increase sleep duration
U0293,63,Male,Japan,6.9,4.2,2.3,7.7,6437,2461,Sedentary,25.2,5,Stressed,5.3,Meditation & relaxation recommended
U0294,35,Other,USA,7.4,4.9,3.27,10.0,7435,1962,Walking,21.6,4,Stressed,7.5,Meditation & relaxation recommended
U0295,19,Male,Germany,9.3,4.8,3.45,10.0,10435,2445,Cycling,26.6,4,Stressed,7.4,Meditation & relaxation recommended
U0296,52,Female,USA,5.5,6.5,1.52,5.1,14777,2462,Running,27.1,3,Neutral,7.4,Increase sleep duration
U0297,33,Other,Japan,8.5,8.0,2.98,9.9,6107,3084,Yoga,19.2,2,Calm,8.8,Maintain current routine
U0298,58,Male,India,6.7,6.3,3.06,10.0,2560,3327,Gym,24.2,3,Neutral,7.6,Maintain current routine
U0299,53,Female,Germany,6.9,3.6,2.26,7.5,14329,2905,Sedentary,24.1,3,Neutral,5.9,Add light exercise daily
U0300,50,Female,India,8.0,8.8,3.6,10.0,12917,2335,Gym,22.4,1,Calm,9.1,Maintain current routine
